year;industry;value
2016.0;   Retail;280200.0
2016.0;      Motor Vehicle and Parts Dealers;36000.0
2016.0;      Furniture and Home Furnishings Stores;9500.0
2016.0;      Electronics and Appliance Stores;13500.0
2016.0;      Building Material and Garden Equipment and Supplies Dealers;19200.0
2016.0;      Food and Beverage Stores;66800.0
2016.0;      Health and Personal Care Stores;26300.0
2016.0;      Gasoline Stations;9400.0
2016.0;      Clothing and Clothing Accessories Stores;30700.0
2016.0;      Sporting Goods, Hobby, Book and Music Stores;12700.0
2016.0;      General Merchandise Stores;28100.0
2016.0;      Miscellaneous Store Retailers;20100.0
2016.0;      Non-Store Retailers;8000.0
2016.0;Transportation and Warehousing;137900.0
2016.0;   Transportation;130500.0
2016.0;      Air Transportation;16100.0
2016.0;      Rail Transportation;4400.0
2016.0;      Water Transportation;7700.0
2016.0;      Truck Transportation;41300.0
2016.0;      Transit and Ground Passenger Transportation;22200.0
2016.0;      Pipeline Transportation;
2016.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;26700.0
2016.0;      Postal Service;6400.0
2016.0;      Couriers and Messengers;5500.0
2016.0;   Warehousing and Storage;7400.0
2016.0;Finance, Insurance, Real Estate and Leasing;135900.0
2016.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;40400.0
2016.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;21500.0
2016.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;29100.0
2016.0;   Real Estate;39300.0
2016.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;5600.0
2016.0;Professional, Scientific and Technical Services;195500.0
2016.0;   Legal Services;24700.0
2016.0;   Accounting and Tax Preparation;26200.0
2016.0;   Architectural, Engineering and Design Services;55600.0
2016.0;   Computer System Design Services;43500.0
2016.0;   Management, Scientific and Technical Services;23500.0
2016.0;   Advertising and Related Services;7600.0
2016.0;   Other Professional Services;14400.0
2016.0;Business, Building and Other Support Services;104700.0
2016.0;   Employment Services;7900.0
2016.0;   Business Services;8500.0
2016.0;   Travelling Services;9600.0
2016.0;   Security Services;18700.0
2016.0;   Building Services;49000.0
2016.0;   Management of Enterprises and Other Administrative Services;4600.0
2016.0;   Waste Management and Remediation Services;6500.0
2016.0;Educational Services;165000.0
2016.0;   Primary and Secondary;88900.0
2016.0;   Post-Secondary;11400.0
2016.0;   University;36400.0
2016.0;   Other Schools and Educational Support;28300.0
2016.0;Health Care and Social Assistance;291600.0
2016.0;   Ambulatory Health Care Services;81100.0
2016.0;   Hospitals;101300.0
2016.0;   Nursing and Residential Care Facilities;49500.0
2016.0;   Social Assistance;59700.0
2016.0;Information, culture and recreation;126600.0
2016.0;   Publishing Industries;14300.0
2016.0;   Motion Picture and Sound Recording Industries;22300.0
2016.0;   Broadcasting and Telecommunications;19500.0
2016.0;   Information Services and Data Processing Services;6200.0
2016.0;   Performing Arts, Spectator Sports and Related Industries;19800.0
2016.0;   Heritage Institutions;3800.0
2016.0;   Amusement, Gambling and Recreation Industries;40700.0
2016.0;Accommodation and food services;174200.0
2016.0;   Accommodation Services;30400.0
2016.0;   Food Services and Drinking Places;143800.0
2016.0;Other services;104600.0
2016.0;   Repair and Maintenance;31900.0
2016.0;   Personal and Laundry Services;36800.0
2016.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;26300.0
2016.0;   Private Households;9600.0
2016.0;Public administration;103700.0
2016.0;   Federal Government Public Administration (including Defence Services);36900.0
2016.0;   Provincial and Territorial Public Administration;31800.0
2016.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;35100.0
2017.0;All industries;2466800.0
2017.0;Goods-Producing Sector;491700.0
2017.0;Agriculture;26200.0
2017.0;   Crop Production;12000.0
2017.0;   Animal Production;10200.0
2017.0;   Mix farming;1500.0
2017.0;   Support Activities for Agriculture;2400.0
2017.0;Forestry, fishing, mining, quarrying, oil and gas;49800.0
2017.0;   Forestry and Logging with support activities;18600.0
2017.0;   Fishing, Hunting and Trapping;2300.0
2017.0;   Mining and Oil and Gas Extraction;28900.0
2017.0;      Oil and Gas Extraction;5000.0
2017.0;      Mining (except Oil and Gas) & Mix Mining;16600.0
2017.0;      Support Activities for Mining and Oil and Gas Extraction;7400.0
2017.0;Utilities;12900.0
2017.0;Construction;228600.0
2017.0;  Construction of Buildings;80300.0
2017.0;     Residential Building Construction;64600.0
2017.0;     Non-residential Building Construction;15700.0
2017.0;  Heavy and Civil Engineering Construction;22000.0
2017.0;     Utility System Construction;5800.0
2017.0;     Land Subdivision;3200.0
2017.0;     Highway, Street and Bridge Construction;10600.0
2017.0;     Other Heavy and Civil Engineering Construction;2500.0
2017.0;   Trade Contracting;126200.0
2017.0;     Foundation Structure and Building Exterior Contractors;26300.0
2017.0;     Building Equipment Contractors;53500.0
2017.0;     Building Finishing Contractors;33800.0
2017.0;     Other Specialty Trade Contractors;12600.0
2017.0;Manufacturing;174200.0
2017.0;   Food Manufacturing;25400.0
2017.0;   Beverage and Tobacco Product Manufacturing;7200.0
2017.0;   Textile Mills & Textile Product Mills;1800.0
2017.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;3500.0
2017.0;   Wood Product Manufacturing;27800.0
2017.0;   Paper Manufacturing;10700.0
2017.0;   Printing and Related Support Activities;7400.0
2017.0;   Petroleum and Coal Products Manufacturing;
2017.0;   Chemical Manufacturing;7600.0
2017.0;   Plastics and Rubber Products Manufacturing;7600.0
2017.0;   Non-Metallic Mineral Product Manufacturing;6500.0
2017.0;   Primary Metal Manufacturing;3900.0
2017.0;   Fabricated Metal Product Manufacturing;12900.0
2017.0;   Machinery Manufacturing;9900.0
2017.0;   Computer and Electronic Product Manufacturing;8100.0
2017.0;   Electrical Equipment, Appliance and Component Manufacturing;4800.0
2017.0;   Transportation Equipment Manufacturing;9500.0
2017.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;3000.0
2017.0;      Other Transportation Equipment Manufacturing;6400.0
2017.0;   Furniture and Related Product Manufacturing;8700.0
2017.0;   Miscellaneous Manufacturing;10300.0
2017.0;  Durables;102300.0
2017.0;  Non-durables;71900.0
2017.0;Services-Producing Sector;1975100.0
2017.0;Trade;374000.0
2017.0;   Wholesale;83600.0
2017.0;      Farm Product Wholesaler-Distributors;
2017.0;      Petroleum Product Wholesaler-Distributors;1600.0
2017.0;      Food, Beverage and Tobacco Wholesaler-Distributors;12900.0
2017.0;      Personal and Household Goods Wholesaler-Distributors;10500.0
2017.0;      Motor Vehicle and Parts Wholesaler-Distributors;5500.0
2017.0;      Building Material and Supplies Wholesaler-Distributors;16100.0
2017.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;23200.0
2017.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;13300.0
2017.0;   Retail;290400.0
2017.0;      Motor Vehicle and Parts Dealers;33600.0
2017.0;      Furniture and Home Furnishings Stores;12200.0
2017.0;      Electronics and Appliance Stores;15500.0
2017.0;      Building Material and Garden Equipment and Supplies Dealers;16900.0
2017.0;      Food and Beverage Stores;75900.0
2017.0;      Health and Personal Care Stores;25200.0
2017.0;      Gasoline Stations;5800.0
2017.0;      Clothing and Clothing Accessories Stores;31600.0
2017.0;      Sporting Goods, Hobby, Book and Music Stores;13900.0
2017.0;      General Merchandise Stores;26600.0
2017.0;      Miscellaneous Store Retailers;22500.0
2017.0;      Non-Store Retailers;10600.0
2017.0;Transportation and Warehousing;139400.0
2017.0;   Transportation;128300.0
2017.0;      Air Transportation;15100.0
2017.0;      Rail Transportation;4800.0
2017.0;      Water Transportation;6100.0
2017.0;      Truck Transportation;38700.0
2017.0;      Transit and Ground Passenger Transportation;23600.0
2017.0;      Pipeline Transportation;
2017.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;25800.0
2017.0;      Postal Service;6900.0
2017.0;      Couriers and Messengers;7100.0
2017.0;   Warehousing and Storage;11100.0
2017.0;Finance, Insurance, Real Estate and Leasing;156200.0
2017.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;46300.0
2017.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;19400.0
2017.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;32800.0
2017.0;   Real Estate;51000.0
2017.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;6800.0
2017.0;Professional, Scientific and Technical Services;197200.0
2017.0;   Legal Services;24900.0
2017.0;   Accounting and Tax Preparation;25500.0
2017.0;   Architectural, Engineering and Design Services;45700.0
2017.0;   Computer System Design Services;46300.0
2017.0;   Management, Scientific and Technical Services;31800.0
2017.0;   Advertising and Related Services;10000.0
2017.0;   Other Professional Services;13000.0
2017.0;Business, Building and Other Support Services;102500.0
2017.0;   Employment Services;7800.0
2017.0;   Business Services;11400.0
2017.0;   Travelling Services;13600.0
2017.0;   Security Services;16000.0
2017.0;   Building Services;41300.0
2017.0;   Management of Enterprises and Other Administrative Services;4700.0
2017.0;   Waste Management and Remediation Services;7700.0
2017.0;Educational Services;166600.0
2017.0;   Primary and Secondary;91000.0
2017.0;   Post-Secondary;10300.0
2017.0;   University;35500.0
2017.0;   Other Schools and Educational Support;29800.0
2017.0;Health Care and Social Assistance;303500.0
2017.0;   Ambulatory Health Care Services;89800.0
2017.0;   Hospitals;100100.0
2017.0;   Nursing and Residential Care Facilities;50200.0
2017.0;   Social Assistance;63300.0
2017.0;Information, culture and recreation;136800.0
2017.0;   Publishing Industries;10400.0
2017.0;   Motion Picture and Sound Recording Industries;26800.0
2017.0;   Broadcasting and Telecommunications;20200.0
2017.0;   Information Services and Data Processing Services;7300.0
2017.0;   Performing Arts, Spectator Sports and Related Industries;21100.0
2017.0;   Heritage Institutions;3500.0
2017.0;   Amusement, Gambling and Recreation Industries;47500.0
2017.0;Accommodation and food services;182600.0
2017.0;   Accommodation Services;37800.0
2017.0;   Food Services and Drinking Places;144800.0
2017.0;Other services;114400.0
2017.0;   Repair and Maintenance;38000.0
2017.0;   Personal and Laundry Services;37100.0
2017.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;26500.0
2017.0;   Private Households;12800.0
2017.0;Public administration;101900.0
2017.0;   Federal Government Public Administration (including Defence Services);36500.0
2017.0;   Provincial and Territorial Public Administration;30500.0
2017.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;34900.0
2018.0;All industries;2493600.0
2018.0;Goods-Producing Sector;500000.0
2018.0;Agriculture;23600.0
2018.0;   Crop Production;13000.0
2018.0;   Animal Production;8400.0
2018.0;   Mix farming;
2018.0;   Support Activities for Agriculture;1600.0
2018.0;Forestry, fishing, mining, quarrying, oil and gas;49700.0
2018.0;   Forestry and Logging with support activities;17800.0
2018.0;   Fishing, Hunting and Trapping;3300.0
2018.0;   Mining and Oil and Gas Extraction;28600.0
2018.0;      Oil and Gas Extraction;4200.0
2018.0;      Mining (except Oil and Gas) & Mix Mining;16600.0
2018.0;      Support Activities for Mining and Oil and Gas Extraction;7800.0
2018.0;Utilities;13900.0
2018.0;Construction;238400.0
2018.0;  Construction of Buildings;80500.0
2018.0;     Residential Building Construction;66800.0
2018.0;     Non-residential Building Construction;13700.0
2018.0;  Heavy and Civil Engineering Construction;25200.0
2018.0;     Utility System Construction;7200.0
2018.0;     Land Subdivision;5700.0
2018.0;     Highway, Street and Bridge Construction;10700.0
2018.0;     Other Heavy and Civil Engineering Construction;1600.0
2018.0;   Trade Contracting;132700.0
2018.0;     Foundation Structure and Building Exterior Contractors;25900.0
2018.0;     Building Equipment Contractors;61500.0
2018.0;     Building Finishing Contractors;32200.0
2018.0;     Other Specialty Trade Contractors;13100.0
2018.0;Manufacturing;174300.0
2018.0;   Food Manufacturing;29600.0
2018.0;   Beverage and Tobacco Product Manufacturing;6900.0
2018.0;   Textile Mills & Textile Product Mills;
2018.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;5600.0
2018.0;   Wood Product Manufacturing;23900.0
2018.0;   Paper Manufacturing;8800.0
2018.0;   Printing and Related Support Activities;7100.0
2018.0;   Petroleum and Coal Products Manufacturing;
2018.0;   Chemical Manufacturing;7800.0
2018.0;   Plastics and Rubber Products Manufacturing;4800.0
2018.0;   Non-Metallic Mineral Product Manufacturing;5300.0
2018.0;   Primary Metal Manufacturing;5200.0
2018.0;   Fabricated Metal Product Manufacturing;13300.0
2018.0;   Machinery Manufacturing;8600.0
2018.0;   Computer and Electronic Product Manufacturing;8400.0
2018.0;   Electrical Equipment, Appliance and Component Manufacturing;5000.0
2018.0;   Transportation Equipment Manufacturing;11200.0
2018.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;4700.0
2018.0;      Other Transportation Equipment Manufacturing;6600.0
2018.0;   Furniture and Related Product Manufacturing;7700.0
2018.0;   Miscellaneous Manufacturing;12800.0
2018.0;  Durables;101400.0
2018.0;  Non-durables;73000.0
2018.0;Services-Producing Sector;1993600.0
2018.0;Trade;368400.0
2018.0;   Wholesale;82200.0
2018.0;      Farm Product Wholesaler-Distributors;
2018.0;      Petroleum Product Wholesaler-Distributors;
2018.0;      Food, Beverage and Tobacco Wholesaler-Distributors;15200.0
2018.0;      Personal and Household Goods Wholesaler-Distributors;9400.0
2018.0;      Motor Vehicle and Parts Wholesaler-Distributors;4800.0
2018.0;      Building Material and Supplies Wholesaler-Distributors;14300.0
2018.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;21300.0
2018.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;15300.0
2018.0;   Retail;286200.0
2018.0;      Motor Vehicle and Parts Dealers;33900.0
2018.0;      Furniture and Home Furnishings Stores;9300.0
2018.0;      Electronics and Appliance Stores;12200.0
2018.0;      Building Material and Garden Equipment and Supplies Dealers;18800.0
2018.0;      Food and Beverage Stores;77600.0
2018.0;      Health and Personal Care Stores;23600.0
2018.0;      Gasoline Stations;6600.0
2018.0;      Clothing and Clothing Accessories Stores;28300.0
2018.0;      Sporting Goods, Hobby, Book and Music Stores;15800.0
2018.0;      General Merchandise Stores;27400.0
2018.0;      Miscellaneous Store Retailers;24100.0
2018.0;      Non-Store Retailers;8600.0
2018.0;Transportation and Warehousing;135800.0
2018.0;   Transportation;125300.0
2018.0;      Air Transportation;12600.0
2018.0;      Rail Transportation;5900.0
2018.0;      Water Transportation;6800.0
2018.0;      Truck Transportation;37600.0
2018.0;      Transit and Ground Passenger Transportation;21000.0
2018.0;      Pipeline Transportation;
2018.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;25000.0
2018.0;      Postal Service;6100.0
2018.0;      Couriers and Messengers;9900.0
2018.0;   Warehousing and Storage;10400.0
2018.0;Finance, Insurance, Real Estate and Leasing;150800.0
2018.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;43300.0
2018.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;20100.0
2018.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;30000.0
2018.0;   Real Estate;51500.0
2018.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;5700.0
2018.0;Professional, Scientific and Technical Services;208500.0
2018.0;   Legal Services;25300.0
2018.0;   Accounting and Tax Preparation;24400.0
2018.0;   Architectural, Engineering and Design Services;49100.0
2018.0;   Computer System Design Services;55200.0
2018.0;   Management, Scientific and Technical Services;29600.0
2018.0;   Advertising and Related Services;11600.0
2018.0;   Other Professional Services;13300.0
2018.0;Business, Building and Other Support Services;100600.0
2018.0;   Employment Services;9100.0
2018.0;   Business Services;8900.0
2018.0;   Travelling Services;10800.0
2018.0;   Security Services;14200.0
2018.0;   Building Services;46200.0
2018.0;   Management of Enterprises and Other Administrative Services;5000.0
2018.0;   Waste Management and Remediation Services;6600.0
2018.0;Educational Services;168600.0
2018.0;   Primary and Secondary;83500.0
2018.0;   Post-Secondary;13300.0
2018.0;   University;36500.0
2018.0;   Other Schools and Educational Support;35300.0
2018.0;Health Care and Social Assistance;323200.0
2018.0;   Ambulatory Health Care Services;96000.0
2018.0;   Hospitals;112200.0
2018.0;   Nursing and Residential Care Facilities;50900.0
2018.0;   Social Assistance;64200.0
2018.0;Information, culture and recreation;127600.0
2018.0;   Publishing Industries;15200.0
2018.0;   Motion Picture and Sound Recording Industries;18500.0
2018.0;   Broadcasting and Telecommunications;18300.0
2018.0;   Information Services and Data Processing Services;5900.0
2018.0;   Performing Arts, Spectator Sports and Related Industries;22800.0
2018.0;   Heritage Institutions;3900.0
2018.0;   Amusement, Gambling and Recreation Industries;43000.0
2018.0;Accommodation and food services;187700.0
2018.0;   Accommodation Services;30800.0
2018.0;   Food Services and Drinking Places;157000.0
2018.0;Other services;118100.0
2018.0;   Repair and Maintenance;37600.0
2018.0;   Personal and Laundry Services;48100.0
2018.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;22500.0
2018.0;   Private Households;9900.0
2018.0;Public administration;104300.0
2018.0;   Federal Government Public Administration (including Defence Services);33800.0
2018.0;   Provincial and Territorial Public Administration;34000.0
2018.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;36500.0
2019.0;All industries;2559000.0
2019.0;Goods-Producing Sector;485600.0
2019.0;Agriculture;26600.0
2019.0;   Crop Production;14800.0
2019.0;   Animal Production;9800.0
2019.0;   Mix farming;
2019.0;   Support Activities for Agriculture;
2019.0;Forestry, fishing, mining, quarrying, oil and gas;44500.0
2019.0;   Forestry and Logging with support activities;16100.0
2019.0;   Fishing, Hunting and Trapping;1800.0
2019.0;   Mining and Oil and Gas Extraction;26500.0
2019.0;      Oil and Gas Extraction;5100.0
2019.0;      Mining (except Oil and Gas) & Mix Mining;13900.0
2019.0;      Support Activities for Mining and Oil and Gas Extraction;7500.0
2019.0;Utilities;12200.0
2019.0;Construction;236600.0
2019.0;  Construction of Buildings;74800.0
2019.0;     Residential Building Construction;60300.0
2019.0;     Non-residential Building Construction;14500.0
2019.0;  Heavy and Civil Engineering Construction;26700.0
2019.0;     Utility System Construction;7200.0
2019.0;     Land Subdivision;7500.0
2019.0;     Highway, Street and Bridge Construction;9800.0
2019.0;     Other Heavy and Civil Engineering Construction;2200.0
2019.0;   Trade Contracting;135100.0
2019.0;     Foundation Structure and Building Exterior Contractors;28200.0
2019.0;     Building Equipment Contractors;58700.0
2019.0;     Building Finishing Contractors;31400.0
2019.0;     Other Specialty Trade Contractors;16800.0
2019.0;Manufacturing;165700.0
2019.0;   Food Manufacturing;29100.0
2019.0;   Beverage and Tobacco Product Manufacturing;6600.0
2019.0;   Textile Mills & Textile Product Mills;
2019.0;   Clothing Manufacturing & Leather & Allied Product Manufacturing;3900.0
2019.0;   Wood Product Manufacturing;21000.0
2019.0;   Paper Manufacturing;9000.0
2019.0;   Printing and Related Support Activities;3600.0
2019.0;   Petroleum and Coal Products Manufacturing;
2019.0;   Chemical Manufacturing;6200.0
2019.0;   Plastics and Rubber Products Manufacturing;2800.0
2019.0;   Non-Metallic Mineral Product Manufacturing;7500.0
2019.0;   Primary Metal Manufacturing;6300.0
2019.0;   Fabricated Metal Product Manufacturing;13200.0
2019.0;   Machinery Manufacturing;11700.0
2019.0;   Computer and Electronic Product Manufacturing;7000.0
2019.0;   Electrical Equipment, Appliance and Component Manufacturing;3900.0
2019.0;   Transportation Equipment Manufacturing;10200.0
2019.0;      Motor Vehicle, Body, Trailer & Parts Manufacturing;1900.0
2019.0;      Other Transportation Equipment Manufacturing;8300.0
2019.0;   Furniture and Related Product Manufacturing;8400.0
2019.0;   Miscellaneous Manufacturing;13800.0
2019.0;  Durables;103000.0
2019.0;  Non-durables;62700.0
2019.0;Services-Producing Sector;2073400.0
2019.0;Trade;389200.0
2019.0;   Wholesale;87300.0
2019.0;      Farm Product Wholesaler-Distributors;
2019.0;      Petroleum Product Wholesaler-Distributors;
2019.0;      Food, Beverage and Tobacco Wholesaler-Distributors;12200.0
2019.0;      Personal and Household Goods Wholesaler-Distributors;9900.0
2019.0;      Motor Vehicle and Parts Wholesaler-Distributors;7000.0
2019.0;      Building Material and Supplies Wholesaler-Distributors;15700.0
2019.0;      Machinery, Equipment and Supplies Wholesaler-Distributors;23400.0
2019.0;      Miscellaneous Wholesaler-Distributors & Wholesale Agents & Brokers;16900.0
2019.0;   Retail;301900.0
2019.0;      Motor Vehicle and Parts Dealers;37100.0
2019.0;      Furniture and Home Furnishings Stores;9500.0
2019.0;      Electronics and Appliance Stores;15500.0
2019.0;      Building Material and Garden Equipment and Supplies Dealers;17200.0
2019.0;      Food and Beverage Stores;81600.0
2019.0;      Health and Personal Care Stores;29400.0
2019.0;      Gasoline Stations;7300.0
2019.0;      Clothing and Clothing Accessories Stores;33400.0
2019.0;      Sporting Goods, Hobby, Book and Music Stores;13000.0
2019.0;      General Merchandise Stores;21900.0
2019.0;      Miscellaneous Store Retailers;24800.0
2019.0;      Non-Store Retailers;11200.0
2019.0;Transportation and Warehousing;140600.0
2019.0;   Transportation;132700.0
2019.0;      Air Transportation;13300.0
2019.0;      Rail Transportation;6000.0
2019.0;      Water Transportation;7200.0
2019.0;      Truck Transportation;36000.0
2019.0;      Transit and Ground Passenger Transportation;20200.0
2019.0;      Pipeline Transportation;
2019.0;      Scenic and Sightseeing Transportation & Support Activities for Transportation;25500.0
2019.0;      Postal Service;11400.0
2019.0;      Couriers and Messengers;12600.0
2019.0;   Warehousing and Storage;8000.0
2019.0;Finance, Insurance, Real Estate and Leasing;158900.0
2019.0;   Monetary Authorities - Central Bank & Credit Intermediation and Related Activities;47600.0
2019.0;   Securities, Commodity Contracts, and Other Intermediation and Related Activities;20800.0
2019.0;    Insurance Carriers & Related Activities and Funds & Other Financial Vehicles;29800.0
2019.0;   Real Estate;52500.0
2019.0;   Rental & Leasing Services and Owners & Lessors of Other Non-Financial Assets;8200.0
2019.0;Professional, Scientific and Technical Services;223700.0
2019.0;   Legal Services;25400.0
2019.0;   Accounting and Tax Preparation;27800.0
2019.0;   Architectural, Engineering and Design Services;57000.0
2019.0;   Computer System Design Services;57500.0
2019.0;   Management, Scientific and Technical Services;33800.0
2019.0;   Advertising and Related Services;13100.0
2019.0;   Other Professional Services;9200.0
2019.0;Business, Building and Other Support Services;112300.0
2019.0;   Employment Services;7400.0
2019.0;   Business Services;8600.0
2019.0;   Travelling Services;13500.0
2019.0;   Security Services;17300.0
2019.0;   Building Services;51500.0
2019.0;   Management of Enterprises and Other Administrative Services;6200.0
2019.0;   Waste Management and Remediation Services;7800.0
2019.0;Educational Services;178700.0
2019.0;   Primary and Secondary;100000.0
2019.0;   Post-Secondary;11900.0
2019.0;   University;31300.0
2019.0;   Other Schools and Educational Support;35500.0
2019.0;Health Care and Social Assistance;312600.0
2019.0;   Ambulatory Health Care Services;92900.0
2019.0;   Hospitals;104600.0
2019.0;   Nursing and Residential Care Facilities;53700.0
2019.0;   Social Assistance;61500.0
2019.0;Information, culture and recreation;131500.0
2019.0;   Publishing Industries;14600.0
2019.0;   Motion Picture and Sound Recording Industries;20300.0
2019.0;   Broadcasting and Telecommunications;16800.0
2019.0;   Information Services and Data Processing Services;6800.0
2019.0;   Performing Arts, Spectator Sports and Related Industries;27200.0
2019.0;   Heritage Institutions;3500.0
2019.0;   Amusement, Gambling and Recreation Industries;42200.0
2019.0;Accommodation and food services;191200.0
2019.0;   Accommodation Services;34300.0
2019.0;   Food Services and Drinking Places;156900.0
2019.0;Other services;118800.0
2019.0;   Repair and Maintenance;36000.0
2019.0;   Personal and Laundry Services;44400.0
2019.0;   Religious, Grant-Making, Civic, and Professional and Similar Organizations;28300.0
2019.0;   Private Households;10100.0
2019.0;Public administration;116000.0
2019.0;   Federal Government Public Administration (including Defence Services);42700.0
2019.0;   Provincial and Territorial Public Administration;35400.0
2019.0;   Local, Municipal & Regional Public Administration and Aboriginal, Inter & Other Extra-Territorial Public Admin;37900.0
